term_id	term_description	gene_count	gene_ratio_str	gene_ratio	bg_ratio	p_value	adj_p_value	gene_symbols
RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	1	1/180	0.005555555555555556	180	0.381083779921797	0.4261019187587126	YTHDC1
RNA Processing (GO:0006396)	RNA Processing (GO:0006396)	1	1/183	0.00546448087431694	183	0.3860358247792144	0.4292802750960116	PPIG
Macromolecule Biosynthetic Process (GO:0009059)	Macromolecule Biosynthetic Process (GO:0009059)	1	1/183	0.00546448087431694	183	0.3860358247792144	0.4292802750960116	ZAR1L
Axonogenesis (GO:0007409)	Axonogenesis (GO:0007409)	1	1/188	0.005319148936170213	188	0.3942029797950209	0.4371678822249959	SLC9A6
Neuron Projection Development (GO:0031175)	Neuron Projection Development (GO:0031175)	1	1/192	0.005208333333333333	192	0.4006598720725818	0.4424898669854228	SLC9A6
Regulation Of Signal Transduction (GO:0009966)	Regulation Of Signal Transduction (GO:0009966)	1	1/193	0.0051813471502590676	193	0.4022635154412934	0.4424898669854228	YJEFN3
Regulation Of Cell Differentiation (GO:0045595)	Regulation Of Cell Differentiation (GO:0045595)	1	1/193	0.0051813471502590676	193	0.4022635154412934	0.4424898669854228	ARID1A
Positive Regulation Of Protein Metabolic Process (GO:0051247)	Positive Regulation Of Protein Metabolic Process (GO:0051247)	1	1/196	0.00510204081632653	196	0.4070492282998012	0.4465472666253883	PLXNB2
Regulation Of Angiogenesis (GO:0045765)	Regulation Of Angiogenesis (GO:0045765)	1	1/205	0.004878048780487805	205	0.4211819289728438	0.4608092609998586	YJEFN3
Protein Stabilization (GO:0050821)	Protein Stabilization (GO:0050821)	1	1/208	0.004807692307692308	208	0.4258189751362443	0.464633573406036	EP300
mRNA Splicing, Via Spliceosome (GO:0000398)	mRNA Splicing, Via Spliceosome (GO:0000398)	1	1/211	0.004739336492890996	211	0.4304195681591009	0.4683977653496098	YTHDC1
mRNA Processing (GO:0006397)	mRNA Processing (GO:0006397)	1	1/214	0.004672897196261682	214	0.4349839892206522	0.4721026229674811	YTHDC1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2	2/557	0.003590664272890485	557	0.4365946058076902	0.4725904376694944	EP300;ARID1A
Proteasomal Protein Catabolic Process (GO:0010498)	Proteasomal Protein Catabolic Process (GO:0010498)	1	1/220	0.004545454545454545	220	0.4440054288510459	0.4793374258418453	TRIP12
Apoptotic Process (GO:0006915)	Apoptotic Process (GO:0006915)	1	1/228	0.0043859649122807015	228	0.4558144861733793	0.4907843806152523	EP300
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	1	1/232	0.004310344827586207	232	0.4616263780468247	0.4957307014909173	AKAP13
Positive Regulation Of Developmental Process (GO:0051094)	Positive Regulation Of Developmental Process (GO:0051094)	1	1/233	0.004291845493562232	233	0.4630698089428248	0.4959721374729729	ARID1A
Translation (GO:0006412)	Translation (GO:0006412)	1	1/234	0.004273504273504274	234	0.4645094426543907	0.4962082497646641	ZAR1L
Regulation Of Autophagy (GO:0010506)	Regulation Of Autophagy (GO:0010506)	1	1/241	0.004149377593360996	241	0.4744813779756692	0.5055338241782654	EP300
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	1	1/246	0.0040650406504065045	246	0.4814924102290312	0.5116642583895972	EP300
Cellular Component Assembly (GO:0022607)	Cellular Component Assembly (GO:0022607)	1	1/260	0.0038461538461538464	260	0.5006387107927464	0.5306248835746035	SHROOM2
Regulation Of Protein Phosphorylation (GO:0001932)	Regulation Of Protein Phosphorylation (GO:0001932)	1	1/265	0.0037735849056603774	265	0.5073071511833434	0.536296131250963	PLXNB2
Monoatomic Cation Transmembrane Transport (GO:0098655)	Monoatomic Cation Transmembrane Transport (GO:0098655)	1	1/281	0.0035587188612099642	281	0.528064401762944	0.5567932940868348	SLC9A6
Positive Regulation Of Cell Differentiation (GO:0045597)	Positive Regulation Of Cell Differentiation (GO:0045597)	1	1/283	0.0035335689045936395	283	0.5305979523552254	0.5579043955578714	ARID1A
Inorganic Cation Transmembrane Transport (GO:0098662)	Inorganic Cation Transmembrane Transport (GO:0098662)	1	1/284	0.0035211267605633804	284	0.5318597186153663	0.5579043955578714	SLC9A6
DNA Repair (GO:0006281)	DNA Repair (GO:0006281)	1	1/291	0.003436426116838488	291	0.5405993831503263	0.5656142646328607	GCNA
Cellular Response To Cytokine Stimulus (GO:0071345)	Cellular Response To Cytokine Stimulus (GO:0071345)	1	1/308	0.003246753246753247	308	0.5611632803414411	0.585624243843504	TPR
Supramolecular Fiber Organization (GO:0097435)	Supramolecular Fiber Organization (GO:0097435)	1	1/316	0.0031645569620253164	316	0.5705252222072245	0.5938715228602055	SHROOM2
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	2	2/763	0.002621231979030144	763	0.6055780656854911	0.6287506957499869	TPR;EP300
Protein Localization (GO:0008104)	Protein Localization (GO:0008104)	1	1/351	0.002849002849002849	351	0.609231418004719	0.6309343183916556	SHROOM2
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	5	5/2028	0.002465483234714004	2028	0.6347291290763544	0.6556719683605995	TMF1;TPR;EP300;SAFB;ARID1A
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1	1/387	0.002583979328165375	387	0.6454697546142397	0.6650789623493558	ARID1A
Positive Regulation Of DNA-templated Transcription (GO:0045893)	Positive Regulation Of DNA-templated Transcription (GO:0045893)	3	3/1243	0.002413515687851971	1243	0.6480572491736294	0.6660588394284523	TMF1;EP300;ARID1A
Vesicle-Mediated Transport (GO:0016192)	Vesicle-Mediated Transport (GO:0016192)	1	1/411	0.0024330900243309003	411	0.6677748107421089	0.684595334942162	CECR2
Organelle Organization (GO:0006996)	Organelle Organization (GO:0006996)	1	1/418	0.0023923444976076554	418	0.6740169715102292	0.6892585613182495	CECR2
Nervous System Development (GO:0007399)	Nervous System Development (GO:0007399)	1	1/433	0.0023094688221709007	433	0.687008077645276	0.699893334458766	EP300
Regulation Of Cell Migration (GO:0030334)	Regulation Of Cell Migration (GO:0030334)	1	1/434	0.002304147465437788	434	0.6878558569619322	0.699893334458766	PLXNB2
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	2	2/938	0.0021321961620469083	938	0.7175171618972782	0.7282530795316514	TMF1;EP300
Protein Phosphorylation (GO:0006468)	Protein Phosphorylation (GO:0006468)	1	1/500	0.002	500	0.7390978494043314	0.7482906087252809	CAD
Negative Regulation Of DNA-templated Transcription (GO:0045892)	Negative Regulation Of DNA-templated Transcription (GO:0045892)	2	2/1025	0.001951219512195122	1025	0.7627349381358774	0.7697873583293176	TPR;EP300
Negative Regulation Of Cellular Process (GO:0048523)	Negative Regulation Of Cellular Process (GO:0048523)	1	1/537	0.00186219739292365	537	0.7641132500369638	0.7697873583293176	PLXNB2
Positive Regulation Of Cellular Process (GO:0048522)	Positive Regulation Of Cellular Process (GO:0048522)	1	1/594	0.0016835016835016834	594	0.798114795141846	0.8020561027721761	ARID1A
Regulation Of Gene Expression (GO:0010468)	Regulation Of Gene Expression (GO:0010468)	2	2/1127	0.001774622892635315	1127	0.8078201490960764	0.8098098538968056	YTHDC1;EZHIP
Regulation Of DNA-templated Transcription (GO:0006355)	Regulation Of DNA-templated Transcription (GO:0006355)	3	3/1922	0.0015608740894901144	1922	0.8953685191940159	0.8953685191940159	EP300;SAFB;ARID1A
